product name,description,urls,votes
"Coursesity
",Discover Best Online Courses on the Internet,https://betalist.imgix.net/attachment/123156/image/76494c2b5257ee32e219f24354aa1f65.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
1
"
"Supernotes
",Collaborative note-taking platform,https://betalist.imgix.net/attachment/122896/image/b4a224295819fc8df64ca8d80cdbe944.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,8
"Gavecode Studio
","Best-in-class tools for Developer, Build your favourite",https://betalist.imgix.net/attachment/121923/image/ec9673803b952d4b3a0dcc5b2a598558.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Halfdollar
",A free spreadsheet budgeting template,https://betalist.imgix.net/attachment/121977/image/e72d2265753015df900ec464ccdaa4fd.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
2
"
"dbdocs.io
",Database Dictionary Tool for Developers,https://betalist.imgix.net/attachment/123296/image/af086ff8539c571336af238eb81a64cb.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"Clienttree
",Shows freelancers how to get more clients by word of mouth,https://betalist.imgix.net/attachment/123295/image/7af0c61aa400d08ce34f39567a3ceb66.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
2
"
"Shared SEO: The Uber of Search Marketing
","Get backlinks without hiring agency, or outreach and writing articles",https://betalist.imgix.net/attachment/123294/image/e473d6dd89ae43fdcfa1a8b5d4aec5b1.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
1
"
"Pianos for Travelers
",A map of all the public pianos around the world,https://betalist.imgix.net/attachment/122872/image/16b528b744b7f921d4bfec5bc5155213.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
1
"
"Polyture
",Enabling intuitive data science for anyone,https://betalist.imgix.net/attachment/122810/image/94b1561878eb15edf77cb419a53fe120.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
2
"
"Metricscreen
",The Fast way to understand your data,https://betalist.imgix.net/attachment/122275/image/3e4d6eaba4f893187261b644749ef791.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Tribe
",Alerts Amazon shoppers if a company engages in harmful business practices,https://betalist.imgix.net/attachment/123075/image/0b861049b6d632e6185d64c7306a2151.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"Flöckbud Sports App
","Find Local Training Partners, Clubs & Events",https://betalist.imgix.net/attachment/123219/image/ee39ae507f93b3e6b163f9f4db023864.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"
1
"
"Hopsticks
","Patent Pending Visual Food Discovery, Find the food you love!",https://betalist.imgix.net/attachment/122787/image/8a219a4f5220b4a25eb83fa07ab055c7.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
1
"
"Gameplan
",Workforce Management Software,https://betalist.imgix.net/attachment/122782/image/8c430da4447f801027a5a83025039739.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Callaba
","A new platform for your communications: Free, Easy and Secure",https://betalist.imgix.net/attachment/122012/image/3632b75243b55b13339a4f1a182ed69b.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Apphive
",Wix for mobile apps,https://betalist.imgix.net/attachment/121951/image/ea0802b0e43821bb8879ac54c32c96c7.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,16
"BioLinky
","Yet another link tool, but better, and totally free",https://betalist.imgix.net/attachment/122380/image/2acb591687a13fbd32b5ac9e2195d555.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,8
"Filmocracy
",Gamified movie streaming platform that pays you for watching & rating films,,"4,
13
"
"PostSeal
",Skip the post office - mail a letter online,https://betalist.imgix.net/attachment/123590/image/2245322697b1bbd83793f0e8f5f695da.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"LeadMi
",The best way to accurately qualify and convert leads on social channels,https://betalist.imgix.net/attachment/123588/image/92d539fe2ab070f8d02a61cd0a29e0d2.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"oQQur
",Live 360 videos for anyone,https://betalist.imgix.net/attachment/123589/image/43632f037285199638c7c28bfa2814c7.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Lucy Live Stream
",A new way to earn extra cash with your iPhone,https://betalist.imgix.net/attachment/123394/image/c7eb1ce434b728f4f240d55fa3b07fcb.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"writer.so
",happy every day by writing,https://betalist.imgix.net/attachment/123543/image/f644eb9eb2ac320eb2525a21ce245bcb.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"Unblock
","Bespoke content, design and management solution for your business",https://betalist.imgix.net/attachment/123541/image/b587b655b32be0a134a6f32919e6fe72.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
2
"
"Coursly
",Learning management system focused in both teacher and student experience,https://betalist.imgix.net/attachment/123542/image/1297ad97a666245a5a55965d26b6ca45.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Mosaic iOS Wireframes
",Wireframe and design starter kit for iOS📱,https://betalist.imgix.net/attachment/123169/image/47358619ca3b1ed1b22dcf73874bdd6b.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Newseon
",Listen to top headlines in Technology,https://betalist.imgix.net/attachment/123880/image/504e4212fcfd7ec420f003e3b92f6247.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
4
"
"Shield
",Facebook & Instagram comment moderation from Slack,https://betalist.imgix.net/attachment/123278/image/6ce4fb1310a409f8be1828a3f629a3f0.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
2
"
"Linkstagram
",Share your links anywhere,https://betalist.imgix.net/attachment/122923/image/75d888f60e2528b4a5b0f07ab25d26cf.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
2
"
"LetterWell
",Buy and sell ad space in email newsletters,https://betalist.imgix.net/attachment/123730/image/a06c43084b8de020991453996ca65294.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
1
"
"Refermate
",Shop and refer your favorite brands and get paid,https://betalist.imgix.net/attachment/123731/image/83aa2c9bc28ce51be321d21498b4f67b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"TweetFull
",Twitter Growth-Hacking Automation Tool,https://betalist.imgix.net/attachment/123728/image/3427509f63fba7e7fe223fbc2db352cd.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
1
"
"Pepper
",Blocks robocalls from ever buzzing your phone,https://betalist.imgix.net/attachment/123729/image/dcbaec9efa73a1b51b96d866ba78d003.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
7
"
"ProWriter
",Helping writers earn writing jobs they love on topics they care about,https://betalist.imgix.net/attachment/123877/image/e0042aa1cd6f7c21212e8c8889e892d1.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
1
"
"Prosodian
",On-demand digital marketing and growth hacking platform,https://betalist.imgix.net/attachment/123655/image/46fcd92dda73c9c5728ccd0e356dbe1e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"17,
4
"
"Brandchirps
",Simply & Cheaply Monitor Brand Mentions Online,https://betalist.imgix.net/attachment/123658/image/b641153af37c584d35e568a56227ed6f.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Nomadbond
","Community for digital nomads, startups and remote workers",https://betalist.imgix.net/attachment/123618/image/c8a0027cc3f76e844d9124d604cf0857.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
6
"
"RemoteTeam
","HR Tools, Automated Payrolls, Time-offs, Tax Compliance for Remote Teams",https://betalist.imgix.net/attachment/123413/image/bfa8c251a69d9a5044fabb7b80528344.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"Journalistic
","A simple, yet powerful micro journaling app",https://betalist.imgix.net/attachment/123508/image/c29699d5aa7aa134064031513dda8fcc.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
6
"
"Branch
","Flexible, beautiful office furniture for growing companies",https://betalist.imgix.net/attachment/122636/image/0139d9e039342fc9fb9d4423adf75556.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
5
"
"Holderlab
",The Easiest Way to Create an Optimal Crypto Portfolio,https://betalist.imgix.net/attachment/123659/image/0913ec17ea83ce70c70ba54f37602506.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Jepto
",Marketing Automation for Agency Operations,https://betalist.imgix.net/attachment/124130/image/6df6bff109b55bb26da006dde39d057c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
1
"
"Avion
",User story mapping for agile teams,https://betalist.imgix.net/attachment/123970/image/6a7fa65fc4c0189347236961b58ff599.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"11,
2
"
"React Milkshake
",ReactJS boilerplates for high-performance web apps,https://betalist.imgix.net/attachment/124347/image/80d761919007af5f7c3b2c908f5cce0c.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
2
"
"Selfar
",Selfies in Augmented Reality,https://betalist.imgix.net/attachment/124346/image/0a46489ccdd64baa6745d62b04df1b0a.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"Lazyjot
",Lyric writing for the 21st century,https://betalist.imgix.net/attachment/124586/image/de97708e979d2ea2dc9428ca613da89d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"GitInLog
",Create and maintain a changelog with ease,https://betalist.imgix.net/attachment/124583/image/aa9adaa2f6d75b3f3af863d26c8f8094.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
9
"
"Remotely People
","The highest paid remote jobs in tech, handpicked every day",https://betalist.imgix.net/attachment/124101/image/4b22d7a8d9e6721697c98ee8a5b8113a.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
1
"
"BackiFi
",Off-site cloud backups of Ubiquiti UniFi Controllers and Cloud Key,https://betalist.imgix.net/attachment/124100/image/229b726b8021fae1d7e68233d77fc4c5.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"DottedSign
",The e-signature solution for your business,https://betalist.imgix.net/attachment/122457/image/23fc8e6ad03711950ccec6296df20942.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,15
"tagmate.io
",Help users install your SaaS code snippet,https://betalist.imgix.net/attachment/122445/image/cf3075071552537082ced6df6aafdab6.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"Podcast Transcribe
",Convert podcasts to text easily,https://betalist.imgix.net/attachment/123403/image/981331da69f478f56d9cc7f24162f0df.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Webion
",A new and better way to build and host websites,https://betalist.imgix.net/attachment/124345/image/7512a1dfe51d9ea9d016c6a5815208f7.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"PR Requests
",Get quoted by elite journalists when they write new articles,https://betalist.imgix.net/attachment/124585/image/e9da5d9408da8c013860cfb0558e47f6.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
2
"
"databox
",Integrate your Google Drive files into one place,https://betalist.imgix.net/attachment/124584/image/0fd2fa00d93de04b9f913ec782cd89e9.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Miary
",Simple and Minimalistic Diary,https://betalist.imgix.net/attachment/124582/image/8cf4969de8af73d89d77906b7442cc5e.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Memo
",Plain & Smart Notes,https://betalist.imgix.net/attachment/124535/image/8600cc0384eac2f85ccc43eb38d0c7a4.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
3
"
"WeApply
",Human Powered Job Search & Applications Service,https://betalist.imgix.net/attachment/123189/image/69321c7cddd58623177d017880d21517.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"immerj
",An interactive marketing planning tool for B2B Start-ups,https://betalist.imgix.net/attachment/123896/image/b9c0a5746062524ec660ac40d70da31c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
7
"
"Restly
",Say goodbye to sleepless nights and wake up fresh & inspired,https://betalist.imgix.net/attachment/123180/image/38617f6f7f5e6954708da746a432edbd.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
5
"
"Project Due
",A complete business management suite,https://betalist.imgix.net/attachment/124048/image/dd1a3322e5ef1fc4a547e8baef3a4e57.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
4
"
"Is Opened
",A free email tracker extension for your Gmail account,https://betalist.imgix.net/attachment/123089/image/f2856cbdfbab3a5b4b6ea74983729b0e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
8
"
"Podstellar
",Revolutionary Podcasting App,https://betalist.imgix.net/attachment/123067/image/4b2c1077573e7a7bda5bd8974c8b6960.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Fragments Android Wireframe Kit
",UX Wireframe for Web Prototyping,https://betalist.imgix.net/attachment/123996/image/9974b63ea1cbc162219286575789dea7.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Contentbulb
",Content Marketing Service for Growing Brands,https://betalist.imgix.net/attachment/124343/image/17ee8d787264e84e2a4eed60af4b37d5.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Dashitup
",Dashboard Tooling for Small Teams,https://betalist.imgix.net/attachment/123338/image/b1aeec45117732ba5916f8a9b8a7fa6c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Flat Monthly Fee
","Curated Directory for ""Unlimited"" Services",https://betalist.imgix.net/attachment/124293/image/4da2b44cfbfc9b44a5cacebf453d6e43.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,10
"NuProxy
",Free proxy list and proxy checker,https://betalist.imgix.net/attachment/123314/image/ab34ebed86e60ecc98fc7bf064b5841d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Werbot
","Platform for storing, sharing and managing server access",https://betalist.imgix.net/attachment/115758/image/0e2e4be15f72dc3d7c0aa782d56e618e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Liker Analyzer for Instagram
","Simple, privacy-first Instagram analytics",https://betalist.imgix.net/attachment/124431/image/2654a77e677bcaa010d535bdbd29d21d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"UnderPinned
",Manage your projects from pitching to getting paid (on time) in one place,https://betalist.imgix.net/attachment/124383/image/8433550964c1c7028d60500d15d00b3b.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"17,
6
"
"Bigin
",The simplest way to manage your pipelines and win more deals,https://betalist.imgix.net/attachment/124961/image/a6186594e7a0dd3c3b1edb0e0d0477f1.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"everyday.app
","Simple & beautiful habit tracker for the Web, iOS & Android",https://betalist.imgix.net/attachment/123773/image/f43149426677eba30b737909ad74301e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
5
"
"Emma.ai Beta
",Escape the hassle of travel planning in your calendar,https://betalist.imgix.net/attachment/123995/image/264f35716713ec4ea0ad7590ad4008b6.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Wise
","A focussed, non-distracting quotes app",https://betalist.imgix.net/attachment/122965/image/a4fc5fa96a3ff095041cb5f7e8d877d9.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
2
"
"Deepstash
","Self Improvement, Motivation & Care",https://betalist.imgix.net/attachment/123997/image/f8ac0c369552dd3c8c822d615d0a9932.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,12
"Colorsinspo
",All in one resource for finding everything about colors,https://betalist.imgix.net/attachment/123638/image/985d2b998655e9c7e03d2d1491ec0e27.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Devly
",Build a developer profile that matters the most,https://betalist.imgix.net/attachment/124256/image/6313895d222d0c8afe6352c19e571c3d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Cozy Reader
",A secure place for the articles that you want to read,https://betalist.imgix.net/attachment/124255/image/bcb4ca7cc6b825f5fe1ddcf97cccf807.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
1
"
"FastDrop
",Last minute luggage storage for travelers,https://betalist.imgix.net/attachment/124745/image/2f53d18b2be83f842d5d26ade0fa678d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"iBucket
",The social bucket list to achieve your dreams,https://betalist.imgix.net/attachment/123207/image/a0c64b02252ff2c72f6926e2a879683d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Metomic
","Free privacy tools for developers. GDPR, CCPA and ePrivacy compliant",https://betalist.imgix.net/attachment/124386/image/8a3c913d76e4932fe77c5ff089e4f3e1.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"21,
3
"
"Confetti
",A platform for celebrating daily progress towards your goals,https://betalist.imgix.net/attachment/123702/image/b927dca6fd480cce057f61c062c0f07e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"url.Live
",One-click video calling (no downloads) from your website to smartphones,https://betalist.imgix.net/attachment/124188/image/06a7d666f99d760d8e60b17228f56ed5.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"16,
9
"
"GreenHub
",A community for people who are obsessed with plants,https://betalist.imgix.net/attachment/123505/image/e3a08979340bb8e0c03acc82e87bb585.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
1
"
"PopKit
",A better Widget toolkit for your Website,https://betalist.imgix.net/attachment/123756/image/4e03ed97dd9339d15b48a9649791ff26.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,15
"Volv
",Get unbiased news stories in 70 words in real time,https://betalist.imgix.net/attachment/122933/image/b753d5670253f27691c0458127368f06.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
4
"
"FlexyForm
",Contact form backend as service,https://betalist.imgix.net/attachment/124254/image/e64bc6c55b003fbdfecdc42ed390b88b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"MemoStack
",Online Flashcard Maker,https://betalist.imgix.net/attachment/124744/image/c794443049f735e553b411ad7f30e176.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
2
"
"Ryzely
",An unlimited social media management platform for all,https://betalist.imgix.net/attachment/124743/image/e06a8a70b0f8764e2cfbfea1afd267d7.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"ZetaMatic
",One Stop Solution for Latest WordPress Plugins,https://betalist.imgix.net/attachment/123834/image/9acb50bb369b45492bc435c2168b6481.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
1
"
"Lunafi
",Finance manager for freelancers,https://betalist.imgix.net/attachment/123784/image/78519441a98b3fe8295d5b3ef4c0e6a4.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Genity
","Compliant, secure, visualizations",https://betalist.imgix.net/attachment/123487/image/550aa6243370542dcd8635fd04544221.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
4
"
"Rightamin
",All your favorite supplement brands delivered in a convenient pouch!,https://betalist.imgix.net/attachment/123926/image/389080b1285e84cb73c98419269ababa.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"
1
"
"Unbounded
",Serverless NoSQL database you query with JavaScript,https://betalist.imgix.net/attachment/119760/image/6fb56314d3840412a5739df75b07ef14.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Punkt
",One sentence a day to learn more about yourself,https://betalist.imgix.net/attachment/123933/image/91783c8e02b7940929884fdf9f99da3d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
8
"
"Upgrid
",A no-code platform for developing custom business apps,https://betalist.imgix.net/attachment/122262/image/c80b413a305884d0550fecc5dadffb0b.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
2
"
"Raileo
","Uptime monitoring, SSL Monitoring, performance monitoring for your webspace",https://betalist.imgix.net/attachment/116152/image/2f509b642c1d6878f30b3a4ae552b6cd.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"ShuffleHex
",Content Discovery Platform,https://betalist.imgix.net/attachment/115082/image/4b711483d689eae461cff5a9be795594.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"MightySmart
",Visually stunning work profiles for creatives,https://betalist.imgix.net/attachment/124549/image/0229dc24d2130f35a5f0fa2ddac74b8e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Octonius
",Better tools for teamwork - digital workplace,https://betalist.imgix.net/attachment/123092/image/919670db9d1a085925cd323c3617864d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
1
"
"Wildletter
",Build a beautiful Slack newsletter in minutes,https://betalist.imgix.net/attachment/123429/image/026ae3038e64e48c4067ec16f93e5474.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Filmshape
",The social network for filmmakers and actors,https://betalist.imgix.net/attachment/123072/image/8b86e19613a51a4d213d6e23ed77aa92.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,12
"Loyaltie
",Appreciate loyal customers with Loyaltie,https://betalist.imgix.net/attachment/123845/image/925536bfc1d986762d73aa1379a1fb7d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Junction AI
",Predict Creative Ad Performance with AI,https://betalist.imgix.net/attachment/124517/image/69219404413405c42281d8db487744cd.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Foundation
",Build the powerful internal tools that your SaaS business needs,https://betalist.imgix.net/attachment/124491/image/6104f9462d0e549f34333b35754cb020.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,10
"Attentive AI
",Fast track your geospatial imagery into digital maps,https://betalist.imgix.net/attachment/125180/image/8968cb7f184022fd995ca484161eb00b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"2,
1
"
"MuxEmail
","Add Email List, Send Newsletters, For Free",https://betalist.imgix.net/attachment/125179/image/95ad96fe475343def1ad248adb5c89d1.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"Tarta.ai
",Remote jobs matched by AI,https://betalist.imgix.net/attachment/125181/image/bc26ec6f218edb9f667a5f08ee0e4af7.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"1,
1
"
"neckline clipboard
",An improvement to your default Operating System's clipboard,https://betalist.imgix.net/attachment/125178/image/0bd412c927ef6f308430b7ca55357ea2.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,
"Emvi
",Knowledge management for companies and teams of all sizes,https://betalist.imgix.net/attachment/124152/image/a1812309ad5b0cde7b4893207075b7e6.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
2
"
"Trebble FM app
",Get informed in just a few minutes a day with shortcasts 🎧,https://betalist.imgix.net/attachment/125050/image/e1391e5d03360e2bdf56d184b043aa6d.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Motion Arts Media
",Create the visuals that make them remember,,5
"Gabbr
","Instant messaging app, schedule your messages never miss an occasion",https://betalist.imgix.net/attachment/122884/image/d44f4834339c95290e27f13c8a1ab100.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Proxies API
","Simple API to easily handle proxy rotation, browser identities etc",https://betalist.imgix.net/attachment/124996/image/e39f144bb544df2b4a918ee30b02fabb.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"UIReview
",Get Pinpointed Design Feedback,https://betalist.imgix.net/attachment/124128/image/ee8ce149fc26bfd7c7d02f54bb3b2d2f.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
2
"
